Object,Type,Date,RA_result (degree),DEC_result (degree),RA_input (degree),DEC_input (degree),Angular Separation (degree),Apparent magnitude R (known),Apparent magnitude G (known),Apparent magnitude B (known),Apparent magnitude V (known),"flux R (measured, W/m^2)","flux G (measured, W/m^2)","flux B (measured, W/m^2)","flux V (measured, W/m^2)",Apparent magnitude R (instrumental),Apparent magnitude G (instrumental),Apparent magnitude B (instrumental),Apparent magnitude V (instrumental),Airmass
TYC 4154-390-1,ZWO,2024-03-05T22:07:06.632,180.17958374999998,61.02434361111111,180.26086954991757,61.0194581512105,0.03968283629327608,,10.913647,11.43,10.94,,,,,,-3.5823134614635395,,,1.116355
TYC 4154-593-1,ZWO,2024-03-05T22:07:06.632,180.61884833333332,60.85004083333334,180.60683845575798,60.882818217699146,0.033294805047394925,,12.370372,13.09,12.3,,,,,,-3.1262117542677497,,,1.116355
TYC 4154-670-1,ZWO,2024-03-05T22:07:06.632,180.52546166666664,60.79639888888889,180.49757035664888,60.78756886531961,0.01622386178338427,,11.886413,12.73,12.22,,,,,,-3.523333446385715,,,1.116355
TYC 4154-789-1,ZWO,2024-03-05T22:07:06.632,180.17309333333333,60.78986416666667,180.22051652944904,60.80059060637517,0.025504592735466847,,11.257854,11.9,11.47,,,,,,-2.4325221609497047,,,1.116355
BD+61  1277,ZWO,2024-03-05T21:09:21.787,180.7205875,60.79778888888889,180.70122168613065,60.81140800568573,0.01657454718850556,,9.767136,11.42,10.13,,,,,,-4.246556554762264,,,1.209776
GALEX J120158.4+610016,ZWO,2024-03-05T21:09:21.787,180.49353499999998,61.00461611111111,180.5222274709753,60.99883649959036,0.015062592968173801,,19.960655,,,,,,,,-4.231349307579101,,,1.209776
Gaia DR3 1582294985825349120,ZWO,2024-03-05T21:09:21.787,180.4902725,60.74276416666667,180.5046775064261,60.75261887761603,0.012110500985808341,,17.232594,,,,,,,,-4.219397242890032,,,1.209776
Gaia DR3 1582307767648078592,ZWO,2024-03-05T21:09:21.787,180.2604670833333,60.976418888888894,180.28955796996888,60.985357080493095,0.016704508275452508,,21.038603,,,,,,,,-5.406497183846938,,,1.209776
Gaia DR3 1582387447881389056,ZWO,2024-03-05T21:09:21.787,180.70063999999996,60.96863527777778,180.6981422883918,60.95838218199645,0.01032451733268406,,20.324024,,,,,,,,-4.922991375089628,,,1.209776
LEDA 2607793,ZWO,2024-03-05T21:09:21.787,180.6476420833333,60.84814472222222,180.65212058368152,60.84522460599028,0.003645115304642031,,19.61422,,,,,,,,-5.62965895279417,,,1.209776
SDSS J120053.39+605222.0,ZWO,2024-03-05T21:09:21.787,180.22253249999997,60.872656666666664,180.2476858889301,60.8601428061951,0.017508798398635752,,20.979723,,,,,,,,-4.506166457570659,,,1.209776
SDSS J120123.28+605818.8,ZWO,2024-03-05T21:09:21.787,180.34712,60.97181722222222,180.306309069865,60.98360664709869,0.023043596658125907,,20.128153,,,,,,,,-5.009603383454291,,,1.209776
SDSS J120200.28+605129.5,ZWO,2024-03-05T21:09:21.787,180.50115874999997,60.85819611111111,180.45806941228804,60.84642988664175,0.024060475875281585,,21.862967,,,,,,,,-5.512754649131782,,,1.209776
SDSS J120202.61+605825.1,ZWO,2024-03-05T21:09:21.787,180.51094166666664,60.973552777777776,180.54748737194765,60.97185848340095,0.017813690809626907,,19.831186,,,,,,,,-4.786375725817815,,,1.209776
SDSS J120241.19+604322.6,ZWO,2024-03-05T21:09:21.787,180.67167749999996,60.72295888888889,180.62244417971587,60.736551199326115,0.02764405658577477,,19.88113,21.6,20.46,,,,,,-5.392416593257542,,,1.209776
SDSS J120249.78+604546.7,ZWO,2024-03-05T21:09:21.787,180.70744166666665,60.762997222222225,180.67264859094465,60.7764302780175,0.021659028669131917,,,,,,,,,,-3.68549288140371,,,1.209776
SDSS J120251.27+605127.9,ZWO,2024-03-05T21:09:21.787,180.71366625,60.85774333333333,180.72563507158273,60.8608732006231,0.006615512189787189,,16.586504,,,,,,,,-3.7630088610381476,,,1.209776
SDSS J120252.42+605306.3,ZWO,2024-03-05T21:09:21.787,180.71842291666664,60.885082777777775,180.70544441390317,60.877940081931484,0.009534382682084685,,20.805779,,,,,,,,-5.066912159450139,,,1.209776
TYC 4154-593-1,ZWO,2024-03-05T21:09:21.787,180.61884833333332,60.85004083333334,180.61546602069345,60.84561448777682,0.004723051489567017,,12.370372,13.09,12.3,,,,,,-4.979326311373832,,,1.209776
TYC 4154-670-1,ZWO,2024-03-05T21:09:21.787,180.52546166666664,60.79639888888889,180.52693366364235,60.788797349417514,0.007635401004737043,,11.886413,12.73,12.22,,,,,,-4.5291889728770105,,,1.209776
TYC 4154-789-1,ZWO,2024-03-05T21:09:21.787,180.17309333333333,60.78986416666667,180.239503281871,60.81220506229385,0.0393538508638428,,11.257854,11.9,11.47,,,,,,-3.6015771082708437,,,1.209776
[PKK96] VB 133+55,ZWO,2024-03-05T21:09:21.787,180.75,61.0,180.68331518065358,61.01839048904313,0.03718598600250819,,,,,,,,,,-3.5594464681836824,,,1.209776
BD+61  1277,ZWO,2024-03-05T22:59:09.862,180.7205875,60.79778888888889,180.73581764003774,60.81671996878005,0.02033637646944479,,9.767136,11.42,10.13,,,,,-4.285363022346528,,,,1.071073
GALEX J120158.4+610016,ZWO,2024-03-05T22:59:09.862,180.49353499999998,61.00461611111111,180.41346153842875,61.013353643217044,0.03978082329578413,,19.960655,,,,,,,-6.954269438432441,,,,1.071073
Gaia DR3 1582294985825349120,ZWO,2024-03-05T22:59:09.862,180.4902725,60.74276416666667,180.4488580334296,60.746003774264956,0.020497160963601543,,17.232594,,,,,,,-4.8456768499177825,,,,1.071073
Gaia DR3 1582386627543700224,ZWO,2024-03-05T22:59:09.862,180.77453791666667,60.936746666666664,180.7239240020666,60.92019905025768,0.02964214466363333,,20.280472,,,,,,,-5.2114732530826755,,,,1.071073
Gaia DR3 1582387447881389056,ZWO,2024-03-05T22:59:09.862,180.70063999999996,60.96863527777778,180.71643272633744,60.979897652152864,0.013621951572045217,,20.324024,,,,,,,-4.442286604998272,,,,1.071073
LEDA 2607793,ZWO,2024-03-05T22:59:09.862,180.6476420833333,60.84814472222222,180.64996162243085,60.850941212646354,0.0030161131504974213,,19.61422,,,,,,,-4.869576941415097,,,,1.071073
SDSS J120053.39+605222.0,ZWO,2024-03-05T22:59:09.862,180.22253249999997,60.872656666666664,180.28201590924658,60.86550502254883,0.029826996891005934,,20.979723,,,,,,,-4.309047256056618,,,,1.071073
SDSS J120123.28+605818.8,ZWO,2024-03-05T22:59:09.862,180.34712,60.97181722222222,180.3407008160237,60.988920519402946,0.017384470210793933,,20.128153,,,,,,,-4.869304762077393,,,,1.071073
SDSS J120200.28+605129.5,ZWO,2024-03-05T22:59:09.862,180.50115874999997,60.85819611111111,180.4925276431936,60.851753915931845,0.00769230839028361,,21.862967,,,,,,,-5.564659600337835,,,,1.071073
SDSS J120202.61+605825.1,ZWO,2024-03-05T22:59:09.862,180.51094166666664,60.973552777777776,180.48546415930224,60.98384976128009,0.0160872010051051,,19.831186,,,,,,,-4.8176657530407265,,,,1.071073
SDSS J120241.19+604322.6,ZWO,2024-03-05T22:59:09.862,180.67167749999996,60.72295888888889,180.6569046933024,60.741874114847256,0.020247144038416345,,19.88113,21.6,20.46,,,,,-5.327884242033946,,,,1.071073
SDSS J120249.78+604546.7,ZWO,2024-03-05T22:59:09.862,180.70744166666665,60.762997222222225,180.73430476168846,60.76429344376847,0.013184171198814352,,,,,,,,,-6.942874791974405,,,,1.071073
SDSS J120251.27+605127.9,ZWO,2024-03-05T22:59:09.862,180.71366625,60.85774333333333,180.68661972512174,60.850548563082405,0.015009392599105924,,16.586504,,,,,,,-5.394464667695516,,,,1.071073
SDSS J120252.42+605306.3,ZWO,2024-03-05T22:59:09.862,180.71842291666664,60.885082777777775,180.74000019912117,60.883251900673706,0.010657449171952557,,20.805779,,,,,,,-5.006786231840371,,,,1.071073
SDSS J120303.69+605743.0,ZWO,2024-03-05T22:59:09.862,180.76542458333333,60.961871388888895,180.73269231336488,60.96370512051634,0.01599298326587572,,19.769081,,,,,,,-4.861933094018199,,,,1.071073
TYC 4154-593-1,ZWO,2024-03-05T22:59:09.862,180.61884833333332,60.85004083333334,180.59337369539156,60.83166421280641,0.02217572129584283,,12.370372,13.09,12.3,,,,,-4.709678700397152,,,,1.071073
TYC 4154-670-1,ZWO,2024-03-05T22:59:09.862,180.52546166666664,60.79639888888889,180.5614573036135,60.794123243996054,0.017710228751940366,,11.886413,12.73,12.22,,,,,-4.280370334667221,,,,1.071073
BD+61  1277,ZWO,2024-03-05T21:21:20.263,180.7205875,60.79778888888889,180.71057713244662,60.805965898646534,0.009524220327068648,,9.767136,11.42,10.13,,,,,-3.899301723543995,,,,1.186962
GALEX J120158.4+610016,ZWO,2024-03-05T21:21:20.263,180.49353499999998,61.00461611111111,180.45890321104014,60.98819136865003,0.023489022673179503,,19.960655,,,,,,,-2.916336543881,,,,1.186962
Gaia DR3 1582294749603370624,ZWO,2024-03-05T21:21:20.263,180.50535291666665,60.722285,180.51521401142816,60.721680306850445,0.004860309989855146,,20.176197,,,,,,,-2.24126371351375,,,,1.186962
Gaia DR3 1582294985825349120,ZWO,2024-03-05T21:21:20.263,180.4902725,60.74276416666667,180.47390840518244,60.74462208891118,0.008210391931538415,,17.232594,,,,,,,-4.064049195506112,,,,1.186962
Gaia DR3 1582387447881389056,ZWO,2024-03-05T21:21:20.263,180.70063999999996,60.96863527777778,180.69581704671504,60.9792397240389,0.010859581085206209,,20.324024,,,,,,,-3.6233277932423924,,,,1.186962
LEDA 2607793,ZWO,2024-03-05T21:21:20.263,180.6476420833333,60.84814472222222,180.65161073716192,60.846360639885525,0.0026306945247793717,,19.61422,,,,,,,-3.03631634496937,,,,1.186962
SDSS J120123.28+605818.8,ZWO,2024-03-05T21:21:20.263,180.34712,60.97181722222222,180.30603248304206,60.983030675084194,0.022871317184668685,,20.128153,,,,,,,-3.8512395854292887,,,,1.186962
SDSS J120149.26+603843.2,ZWO,2024-03-05T21:21:20.263,180.45534125,60.64525722222222,180.4559477364202,60.68525045800562,0.03999433949145061,,20.923674,,,,,,,-2.583863836950311,,,,1.186962
SDSS J120200.28+605129.5,ZWO,2024-03-05T21:21:20.263,180.50115874999997,60.85819611111111,180.52241537916305,60.85173605096675,0.012202684826070656,,21.862967,,,,,,,-3.1452107648642573,,,,1.186962
SDSS J120202.61+605825.1,ZWO,2024-03-05T21:21:20.263,180.51094166666664,60.973552777777776,180.53494038544798,60.95966700405464,0.01812369282966606,,19.831186,,,,,,,-4.052575461799747,,,,1.186962
SDSS J120241.19+604322.6,ZWO,2024-03-05T21:21:20.263,180.67167749999996,60.72295888888889,180.65708135130933,60.7240614459399,0.00722252705741831,,19.88113,21.6,20.46,,,,,-2.744351771119625,,,,1.186962
SDSS J120242.66+604016.6,ZWO,2024-03-05T21:21:20.263,180.6778683333333,60.67120055555555,180.69739037151496,60.680462452195755,0.013311422992852132,,21.056257,,,,,,,-2.716254664854154,,,,1.186962
SDSS J120249.78+604546.7,ZWO,2024-03-05T21:21:20.263,180.70744166666665,60.762997222222225,180.71381341024775,60.77225413531815,0.00976590298262888,,,,,,,,,-4.2749310847641215,,,,1.186962
SDSS J120252.42+605306.3,ZWO,2024-03-05T21:21:20.263,180.71842291666664,60.885082777777775,180.66995442347522,60.90316402930531,0.029711493988465686,,20.805779,,,,,,,-4.5906146022704934,,,,1.186962
SDSS J120252.53+604350.7,ZWO,2024-03-05T21:21:20.263,180.71896791666666,60.730650000000004,180.73536616693943,60.7292058406927,0.008146571415688777,,20.05006,,,,,,,-3.0126073045034296,,,,1.186962
TYC 4154-593-1,ZWO,2024-03-05T21:21:20.263,180.61884833333332,60.85004083333334,180.5929470753283,60.82774011049099,0.025624354550791425,,12.370372,13.09,12.3,,,,,-3.6948105231655703,,,,1.186962
TYC 4154-670-1,ZWO,2024-03-05T21:21:20.263,180.52546166666664,60.79639888888889,180.52720655364382,60.78777947734745,0.008661365764591557,,11.886413,12.73,12.22,,,,,-4.304531665776293,,,,1.186962
BD+61  1277,ZWO,2024-03-05T20:57:29.928,180.7205875,60.79778888888889,180.7341317802293,60.79909692563769,0.006736246019445851,,9.767136,11.42,10.13,,,,,-5.09466810218669,,,,1.232358
GALEX J120158.4+610016,ZWO,2024-03-05T20:57:29.928,180.49353499999998,61.00461611111111,180.52585084848127,61.00033047048614,0.016241442114844518,,19.960655,,,,,,,-4.05261296163359,,,,1.232358
Gaia DR3 1582294985825349120,ZWO,2024-03-05T20:57:29.928,180.4902725,60.74276416666667,180.45969119304704,60.736600335919555,0.01616848741895153,,17.232594,,,,,,,-2.0510528122322293,,,,1.232358
Gaia DR3 1582307767648078592,ZWO,2024-03-05T20:57:29.928,180.2604670833333,60.976418888888894,180.29320064917607,60.98688067367672,0.019015324088060847,,21.038603,,,,,,,-5.174596175381762,,,,1.232358
Gaia DR3 1582387447881389056,ZWO,2024-03-05T20:57:29.928,180.70063999999996,60.96863527777778,180.7017502622478,60.959887110345896,0.008764748474320029,,20.324024,,,,,,,-4.813628977289211,,,,1.232358
LEDA 2607793,ZWO,2024-03-05T20:57:29.928,180.6476420833333,60.84814472222222,180.6556469159043,60.84672705873947,0.004149152662663662,,19.61422,,,,,,,-5.408433330189656,,,,1.232358
SDSS J120123.28+605818.8,ZWO,2024-03-05T20:57:29.928,180.34712,60.97181722222222,180.30997271439185,60.985125022438886,0.02240255435549788,,20.128153,,,,,,,-4.775831113340962,,,,1.232358
SDSS J120200.28+605129.5,ZWO,2024-03-05T20:57:29.928,180.50115874999997,60.85819611111111,180.46157851482403,60.84794594456707,0.021833261929343453,,21.862967,,,,,,,-5.439503417279648,,,,1.232358
SDSS J120202.61+605825.1,ZWO,2024-03-05T20:57:29.928,180.51094166666664,60.973552777777776,180.55117029794602,60.97341617788895,0.01951998593504851,,19.831186,,,,,,,-4.562887786472898,,,,1.232358
SDSS J120241.19+604322.6,ZWO,2024-03-05T20:57:29.928,180.67167749999996,60.72295888888889,180.6259379993807,60.73806904974764,0.026989155904208566,,19.88113,21.6,20.46,,,,,-5.271245357764841,,,,1.232358
SDSS J120249.78+604546.7,ZWO,2024-03-05T20:57:29.928,180.70744166666665,60.762997222222225,180.67621716559935,60.77795671004426,0.021360334372365473,,,,,,,,,-3.697751809176173,,,,1.232358
SDSS J120251.27+605127.9,ZWO,2024-03-05T20:57:29.928,180.71366625,60.85774333333333,180.70799842451035,60.86808361485779,0.01070220515642868,,16.586504,,,,,,,-6.464764727947005,,,,1.232358
SDSS J120252.42+605306.3,ZWO,2024-03-05T20:57:29.928,180.71842291666664,60.885082777777775,180.70900655979125,60.87942649643886,0.007279337288001139,,20.805779,,,,,,,-4.772316193935981,,,,1.232358
TYC 4154-593-1,ZWO,2024-03-05T20:57:29.928,180.61884833333332,60.85004083333334,180.6189986716151,60.847125231759094,0.002916521140852969,,12.370372,13.09,12.3,,,,,-4.7937426730031705,,,,1.232358
TYC 4154-670-1,ZWO,2024-03-05T20:57:29.928,180.52546166666664,60.79639888888889,180.53049464165616,60.790335479926085,0.006541891450498268,,11.886413,12.73,12.22,,,,,-4.347689913770035,,,,1.232358
2MASS J12004716+6055285,ZWO,2024-03-05T21:58:47.742,180.19645125,60.92463361111111,180.25622590979992,60.93546826634291,0.030998279202348367,,14.854797,15.226,14.933,,,,,-3.208561625524754,,,,1.126612
GALEX J120158.4+610016,ZWO,2024-03-05T21:58:47.742,180.49353499999998,61.00461611111111,180.45842825794122,61.01951443474589,0.0226146698136922,,19.960655,,,,,,,-2.0075365721015577,,,,1.126612
Gaia DR3 1582294985825349120,ZWO,2024-03-05T21:58:47.742,180.4902725,60.74276416666667,180.4558813820093,60.74876321048249,0.017845034482594654,,17.232594,,,,,,,-3.5879928089547315,,,,1.126612
Gaia DR3 1582307767648078592,ZWO,2024-03-05T21:58:47.742,180.2604670833333,60.976418888888894,180.24130780057942,60.98927633403684,0.01586459191054325,,21.038603,,,,,,,-2.4440735534360543,,,,1.126612
Gaia DR3 1582387447881389056,ZWO,2024-03-05T21:58:47.742,180.70063999999996,60.96863527777778,180.68932575203573,60.98694068997062,0.01911068405619241,,20.324024,,,,,,,-2.01472924347133,,,,1.126612
LEDA 2607793,ZWO,2024-03-05T21:58:47.742,180.6476420833333,60.84814472222222,180.64601403922848,60.82361762188466,0.02453992831891018,,19.61422,,,,,,,-1.778062294775756,,,,1.126612
SDSS J120053.39+605222.0,ZWO,2024-03-05T21:58:47.742,180.22253249999997,60.872656666666664,180.2712576019379,60.87177158422425,0.02373389338996559,,20.979723,,,,,,,-2.995535173162918,,,,1.126612
SDSS J120123.28+605818.8,ZWO,2024-03-05T21:58:47.742,180.34712,60.97181722222222,180.33148907905428,60.967560958116444,0.008697806260665132,,20.128153,,,,,,,-3.4437366640087212,,,,1.126612
SDSS J120200.28+605129.5,ZWO,2024-03-05T21:58:47.742,180.50115874999997,60.85819611111111,180.47152213320174,60.873257524872386,0.020857543020722392,,21.862967,,,,,,,-2.778229538011716,,,,1.126612
SDSS J120202.61+605825.1,ZWO,2024-03-05T21:58:47.742,180.51094166666664,60.973552777777776,180.51227147313253,60.95921119953229,0.01435609239013772,,19.831186,,,,,,,-2.987123106384227,,,,1.126612
SDSS J120241.19+604322.6,ZWO,2024-03-05T21:58:47.742,180.67167749999996,60.72295888888889,180.66602376815862,60.7199803426332,0.004064099455691926,,19.88113,21.6,20.46,,,,,-0.461866931755519,,,,1.126612
SDSS J120249.78+604546.7,ZWO,2024-03-05T21:58:47.742,180.70744166666665,60.762997222222225,180.699103131845,60.760932420762856,0.004566359757347823,,,,,,,,,-2.982122356841404,,,,1.126612
SDSS J120251.27+605127.9,ZWO,2024-03-05T21:58:47.742,180.71366625,60.85774333333333,180.71185701266245,60.859263702076134,0.0017572006346188514,,16.586504,,,,,,,-2.4312623239663615,,,,1.126612
SDSS J120252.42+605306.3,ZWO,2024-03-05T21:58:47.742,180.71842291666664,60.885082777777775,180.69004409974244,60.92237103115341,0.039759955159194366,,20.805779,,,,,,,-2.3870351215678838,,,,1.126612
TYC 4154-593-1,ZWO,2024-03-05T21:58:47.742,180.61884833333332,60.85004083333334,180.61362511748095,60.865565424616925,0.01573158639530938,,12.370372,13.09,12.3,,,,,-1.7910927996138284,,,,1.126612
TYC 4154-670-1,ZWO,2024-03-05T21:58:47.742,180.52546166666664,60.79639888888889,180.50599124735209,60.78286870803169,0.016533360984239718,,11.886413,12.73,12.22,,,,,-3.522000040851225,,,,1.126612
TYC 4154-789-1,ZWO,2024-03-05T21:58:47.742,180.17309333333333,60.78986416666667,180.21597103250318,60.80480753556101,0.025708992743880922,,11.257854,11.9,11.47,,,,,-3.3596955550396466,,,,1.126612
BD+61  1277,ZWO,2024-03-05T23:06:15.349,180.7205875,60.79778888888889,180.67892357571358,60.8076088630307,0.022572428191972842,,9.767136,11.42,10.13,,,,,-5.562012791852004,,,,1.06508
GALEX J120158.4+610016,ZWO,2024-03-05T23:06:15.349,180.49353499999998,61.00461611111111,180.5715094720141,60.9989778523399,0.038218814805378594,,19.960655,,,,,,,-5.904877873541329,,,,1.06508
Gaia DR3 1582294985825349120,ZWO,2024-03-05T23:06:15.349,180.4902725,60.74276416666667,180.43615710751826,60.75482441073341,0.02906333843837527,,17.232594,,,,,,,-5.65087702943024,,,,1.06508
LEDA 2607793,ZWO,2024-03-05T23:06:15.349,180.6476420833333,60.84814472222222,180.66686132639063,60.852390445076736,0.010279356465534803,,19.61422,,,,,,,-5.608676928313585,,,,1.06508
SDSS J120123.28+605818.8,ZWO,2024-03-05T23:06:15.349,180.34712,60.97181722222222,180.40602790504852,60.97037741675186,0.028621342463205985,,20.128153,,,,,,,-7.012659647193136,,,,1.06508
SDSS J120202.61+605825.1,ZWO,2024-03-05T23:06:15.349,180.51094166666664,60.973552777777776,180.56469009767096,60.94384871671426,0.03953611550175663,,19.831186,,,,,,,-5.541089452522245,,,,1.06508
SDSS J120241.19+604322.6,ZWO,2024-03-05T23:06:15.349,180.67167749999996,60.72295888888889,180.64921721410468,60.69897936377576,0.026377110996083208,,19.88113,21.6,20.46,,,,,-5.462858274947448,,,,1.06508
SDSS J120251.27+605127.9,ZWO,2024-03-05T23:06:15.349,180.71366625,60.85774333333333,180.7310921209935,60.82902580247565,0.02994618951099576,,16.586504,,,,,,,-6.539900555924774,,,,1.06508
SDSS J120252.42+605306.3,ZWO,2024-03-05T23:06:15.349,180.71842291666664,60.885082777777775,180.7161603632253,60.87727343879753,0.007886570640952963,,20.805779,,,,,,,-5.5057735754929835,,,,1.06508
SDSS J120252.53+604350.7,ZWO,2024-03-05T23:06:15.349,180.71896791666666,60.730650000000004,180.72639304683156,60.72140267143681,0.009934570811874962,,20.05006,,,,,,,-6.982572794376968,,,,1.06508
TYC 4154-593-1,ZWO,2024-03-05T23:06:15.349,180.61884833333332,60.85004083333334,180.5596443469875,60.841109167927094,0.03019341658786106,,12.370372,13.09,12.3,,,,,-6.667096419731434,,,,1.06508
TYC 4154-670-1,ZWO,2024-03-05T23:06:15.349,180.52546166666664,60.79639888888889,180.48498765817047,60.80882864180225,0.023330778417140076,,11.886413,12.73,12.22,,,,,-5.6066989216764265,,,,1.06508
BD+61  1277,ZWO,2024-03-05T21:07:36.752,180.7205875,60.79778888888889,180.7130881817801,60.80525473765472,0.00831402957643324,,9.767136,11.42,10.13,,,,,-4.270932647126245,,,,1.212997
GALEX J120158.4+610016,ZWO,2024-03-05T21:07:36.752,180.49353499999998,61.00461611111111,180.4591088013229,60.98407009385302,0.026472612439491117,,19.960655,,,,,,,-4.276865071761722,,,,1.212997
Gaia DR3 1582294749603370624,ZWO,2024-03-05T21:07:36.752,180.50535291666665,60.722285,180.46714263173396,60.725826030072824,0.019018016867923704,,20.176197,,,,,,,-2.641682202991623,,,,1.212997
Gaia DR3 1582294985825349120,ZWO,2024-03-05T21:07:36.752,180.4902725,60.74276416666667,180.49137550767924,60.75003901209055,0.007294786590822444,,17.232594,,,,,,,-3.5555439726838856,,,,1.212997
Gaia DR3 1582307767648078592,ZWO,2024-03-05T21:07:36.752,180.2604670833333,60.976418888888894,180.30158399000618,60.97922365128267,0.020144007525637244,,21.038603,,,,,,,-5.185980572071957,,,,1.212997
Gaia DR3 1582387447881389056,ZWO,2024-03-05T21:07:36.752,180.70063999999996,60.96863527777778,180.69388508987348,60.96849965441631,0.0032808903970672682,,20.324024,,,,,,,-4.3420494245961425,,,,1.212997
LEDA 2607793,ZWO,2024-03-05T21:07:36.752,180.6476420833333,60.84814472222222,180.6639733591249,60.83905909269863,0.012077038813687416,,19.61422,,,,,,,-5.421247241905075,,,,1.212997
SDSS J120123.28+605818.8,ZWO,2024-03-05T21:07:36.752,180.34712,60.97181722222222,180.36728721482262,60.968884645995644,0.010216327765787571,,20.128153,,,,,,,-3.504681302106305,,,,1.212997
SDSS J120200.28+605129.5,ZWO,2024-03-05T21:07:36.752,180.50115874999997,60.85819611111111,180.46997365671785,60.84029169349548,0.023480222686717688,,21.862967,,,,,,,-5.468555568857689,,,,1.212997
SDSS J120202.61+605825.1,ZWO,2024-03-05T21:07:36.752,180.51094166666664,60.973552777777776,180.5341149095864,60.992658322458084,0.022166926178988085,,19.831186,,,,,,,-4.063188779362209,,,,1.212997
SDSS J120241.19+604322.6,ZWO,2024-03-05T21:07:36.752,180.67167749999996,60.72295888888889,180.63425046916683,60.730404920722115,0.019757718394870526,,19.88113,21.6,20.46,,,,,-5.274186935282984,,,,1.212997
SDSS J120249.78+604546.7,ZWO,2024-03-05T21:07:36.752,180.70744166666665,60.762997222222225,180.73462670964074,60.76218793384702,0.013302616129021826,,,,,,,,,-2.8750976601847045,,,,1.212997
SDSS J120251.27+605127.9,ZWO,2024-03-05T21:07:36.752,180.71366625,60.85774333333333,180.73746408272956,60.854715159126634,0.011978685132233954,,16.586504,,,,,,,-3.62222081425867,,,,1.212997
SDSS J120252.42+605306.3,ZWO,2024-03-05T21:07:36.752,180.71842291666664,60.885082777777775,180.71728619152393,60.871777921283574,0.013316352370827607,,20.805779,,,,,,,-4.825797341564154,,,,1.212997
TYC 4154-593-1,ZWO,2024-03-05T21:07:36.752,180.61884833333332,60.85004083333334,180.62636404784385,60.853440019798796,0.00499550843390697,,12.370372,13.09,12.3,,,,,-3.947382265197032,,,,1.212997
TYC 4154-670-1,ZWO,2024-03-05T21:07:36.752,180.52546166666664,60.79639888888889,180.51334466562798,60.807177792509414,0.012293309627323756,,11.886413,12.73,12.22,,,,,-4.646089827795448,,,,1.212997
[PKK96] VB 133+55,ZWO,2024-03-05T21:07:36.752,180.75,61.0,180.69513338606254,61.012272148941086,0.029289671492596026,,,,,,,,,-3.698685440154048,,,,1.212997
